,time,open,high,low,close,volume,market_cap
330,2020-02-25,265.47,266.22,244.44,246.67,774791.0,774791.01027000
331,2020-02-26,246.67,250.32,215.66,223.93,1395879.4,1395879.41507000
332,2020-02-27,223.98,238.3,210.0,227.79,1273793.1,1273793.11658000
333,2020-02-28,227.73,234.67,214.01,226.76,1054994.9,1054994.92397000
334,2020-02-29,226.76,233.0,217.0,217.21,546866.7,546866.68510000
335,2020-03-01,217.29,227.89,212.36,217.81,715016.0,715016.01941000
336,2020-03-02,217.81,234.4,216.07,231.97,810051.5,810051.48330000
337,2020-03-03,232.1,232.46,219.57,223.91,741498.56,741498.54825000
338,2020-03-04,223.84,228.85,220.23,224.26,443780.34,443780.33772000
339,2020-03-05,224.26,234.09,224.23,228.38,601479.9,601479.87587000
340,2020-03-06,228.38,245.16,227.33,244.88,628147.3,628147.32570000
341,2020-03-07,244.93,251.93,236.0,237.23,633748.9,633748.89662000
342,2020-03-08,237.23,237.23,195.5,199.43,1278973.5,1278973.53741000
343,2020-03-09,199.43,208.62,190.0,202.81,1661331.9,1661331.83553000
344,2020-03-10,202.79,206.2,195.54,200.7,1020260.1,1020260.10700000
345,2020-03-11,200.74,203.18,181.73,194.61,1079824.9,1079824.90167000
346,2020-03-12,194.61,195.55,101.2,107.82,3814533.2,3814533.14046000
347,2020-03-13,107.67,139.68,86.0,134.06,4663240.0,4663239.92861000
348,2020-03-14,134.06,134.68,120.0,122.54,1237674.9,1237674.88642000
349,2020-03-15,122.54,133.5,120.16,123.78,1312950.9,1312950.90137000
350,2020-03-16,123.82,124.33,101.1,111.02,2442064.2,2442064.14448000
351,2020-03-17,111.02,120.8,109.38,115.67,1295108.5,1295108.48480000
352,2020-03-18,115.67,118.5,109.86,118.11,1201850.4,1201850.31275000
353,2020-03-19,118.11,143.13,115.46,136.3,1801071.2,1801071.18816000
354,2020-03-20,136.3,152.55,116.74,133.48,2504057.8,2504057.63799000
355,2020-03-21,133.49,137.49,125.69,132.66,1231842.1,1231842.11121000
356,2020-03-22,132.63,137.13,121.1,122.32,1055699.9,1055699.86532000
357,2020-03-23,122.31,137.5,119.5,135.92,1436796.1,1436796.12449000
358,2020-03-24,135.89,143.36,132.2,138.42,1244377.1,1244377.16334000
359,2020-03-25,138.42,142.33,132.54,136.1,1034248.75,1034248.74369000
360,2020-03-26,136.11,139.74,133.26,138.4,751060.6,751060.63102000
361,2020-03-27,138.4,141.27,129.68,131.33,706948.56,706948.54559000
362,2020-03-28,131.33,132.97,124.88,130.98,896032.1,896032.10594000
363,2020-03-29,130.94,131.84,123.81,124.5,543997.0,543997.00000000
364,2020-03-30,124.47,135.42,124.06,132.06,764831.94,764831.92747000
365,2020-03-31,132.09,135.0,130.38,132.72,547669.25,547669.27789000
366,2020-04-01,132.72,136.99,128.62,135.69,680922.25,680922.24747000
367,2020-04-02,135.65,149.76,135.01,141.28,1138977.6,1138977.66114000
368,2020-04-03,141.27,146.72,137.26,141.31,797546.1,797546.11446000
369,2020-04-04,141.3,146.28,138.88,144.1,573508.1,573508.14086000
370,2020-04-05,144.1,145.58,140.68,142.68,414987.44,414987.45246000
371,2020-04-06,142.69,172.0,142.6,171.32,1636338.8,1636338.73110000
372,2020-04-07,171.32,176.22,162.22,164.63,1717962.9,1717962.82538000
373,2020-04-08,164.62,174.48,163.59,173.11,1023575.94,1023575.92076000
374,2020-04-09,173.15,173.38,165.19,169.52,719837.25,719837.24423000
375,2020-04-10,169.56,170.1,152.11,157.81,1314841.4,1314841.36200000
376,2020-04-11,157.81,161.37,153.91,158.33,621599.6,621599.61289000
377,2020-04-12,158.33,164.78,155.0,158.59,809100.25,809100.24594000
378,2020-04-13,158.56,158.97,150.0,156.29,1042091.06,1042091.03622000
379,2020-04-14,156.28,161.85,155.23,158.45,698030.6,698030.65089000
380,2020-04-15,158.46,161.29,152.0,152.73,729119.7,729119.66505000
381,2020-04-16,152.74,174.79,148.33,172.29,1647207.6,1647207.59991000
382,2020-04-17,172.31,174.96,168.31,170.69,723537.75,723537.75591000
383,2020-04-18,170.61,189.54,170.48,187.4,1127296.4,1127296.36979000
384,2020-04-19,187.4,188.35,175.75,180.03,995759.56,995759.57750000
385,2020-04-20,180.02,186.46,166.7,170.2,1547821.5,1547821.52737000
386,2020-04-21,170.21,174.7,168.0,170.74,906381.6,906381.65398000
387,2020-04-22,170.73,184.0,169.78,182.7,988698.4,988698.39076000
388,2020-04-23,182.7,193.63,178.16,185.51,1457867.1,1457867.08713000
389,2020-04-24,185.57,189.8,184.72,187.59,780904.2,780904.21257000
390,2020-04-25,187.6,198.36,185.76,194.21,866478.06,866478.04928000
391,2020-04-26,194.21,200.0,192.3,197.38,758525.8,758525.81533000
392,2020-04-27,197.39,199.05,189.29,196.34,896627.4,896627.37271000
393,2020-04-28,196.33,198.5,192.36,196.24,636829.9,636829.89397000
394,2020-04-29,196.24,218.77,196.22,215.36,1620422.8,1620422.72431000
395,2020-04-30,215.4,227.3,202.0,206.08,1749691.0,1749691.00151000
396,2020-05-01,206.07,217.14,205.91,212.02,794913.94,794913.95828000
397,2020-05-02,212.01,215.37,210.36,213.9,443494.7,443494.67248000
398,2020-05-03,213.89,219.3,203.92,209.86,748383.94,748383.91311000
399,2020-05-04,209.86,210.65,194.88,206.48,1114249.4,1114249.32658000
400,2020-05-05,206.47,211.68,201.0,205.29,640644.7,640644.66268000
401,2020-05-06,205.3,210.77,197.71,198.97,862700.7,862700.67849000
402,2020-05-07,198.92,215.1,196.43,212.0,1305778.8,1305778.73764000
403,2020-05-08,212.01,216.61,206.9,211.31,917908.2,917908.19440000
404,2020-05-09,211.32,214.6,208.4,210.07,587872.0,587871.98073000
405,2020-05-10,210.09,210.18,179.59,187.54,1473226.0,1473226.05475000
406,2020-05-11,187.62,193.5,176.0,185.73,1093299.9,1093299.81927000
407,2020-05-12,185.8,192.24,185.48,189.76,669755.8,669755.79567000
408,2020-05-13,189.77,201.0,188.35,199.58,806143.0,806143.00704000
409,2020-05-14,199.61,206.02,195.67,203.29,1114700.2,1114700.24937000
410,2020-05-15,203.29,204.08,191.66,194.86,904749.6,904749.63570000
411,2020-05-16,194.87,203.5,193.21,200.45,669900.06,669900.03754000
412,2020-05-17,200.44,209.85,199.68,207.0,708711.9,708711.89315000
413,2020-05-18,207.02,217.07,207.0,214.91,1064139.2,1064139.24850000
414,2020-05-19,214.92,215.95,209.45,214.58,643703.0,643702.98849000
415,2020-05-20,214.6,215.75,204.27,209.98,679532.6,679532.61037000
416,2020-05-21,209.99,211.64,191.71,198.74,1003923.44,1003923.43420000
417,2020-05-22,198.72,209.19,196.24,207.36,787672.4,787672.36081000
418,2020-05-23,207.36,211.2,204.55,206.6,478559.9,478559.92006000
419,2020-05-24,206.6,210.55,199.5,199.9,673535.06,673535.05784000
420,2020-05-25,199.9,205.67,198.01,204.15,469931.62,469931.62492000
421,2020-05-26,204.22,205.0,196.9,200.89,477176.75,477176.73530000
422,2020-05-27,200.92,208.44,200.76,208.29,494816.72,494816.72727000
423,2020-05-28,208.29,220.5,204.67,220.21,643946.0,643945.97769000
424,2020-05-29,220.24,224.79,217.57,220.67,603058.06,603058.07590000
425,2020-05-30,220.63,247.0,218.8,243.66,1019550.75,1019550.75146000
